id,calories,proteins,fat,carbohydrate,name,image
1025,76,3.6,0.3,14.6,Putri malu segar,https://cdns.klimg.com/merdeka.com/i/w/news/2021/03/02/1280218/content_images/670x335/20210302115027-1-putri-malu-001-andre-kurniawan.jpg
1026,163,2.2,6.5,23.8,Putri selat,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/09/16/2138675327.jpg
1027,200,1,2.4,43.8,"Putu Mayang ",https://awsimages.detik.net.id/community/media/visual/2022/05/12/resep-putu-mayang-betawi_43.jpeg?w=1200
1028,136,43,2.4,3,Ragi,https://image-cdn.medkomtek.com/UTbN3ow8_SyXb7gEP0usBxi_2bU=/640x640/smart/klikdokter-media-buckets/medias/2327323/original/051193900_1637037632-Manfaat_Konsumsi_Millet_Finger_atau_Ragi_untuk_Ibu_Hamil.jpg
1029,76,12.1,2,2.4,Rajungan segar,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Portunus_sanguinolentus.jpg/1200px-Portunus_sanguinolentus.jpg
1030,69,0.9,0.1,18.1,Rambutan,https://www.homegrown.in/upload/product/big1193470275.jpg
1031,11,0,0,2.7,Rambutan Aceh,https://lzd-img-global.slatic.net/3rd/q/aHR0cHM6Ly9lY3M3LnRva29wZWRpYS5uZXQvaW1nL2NhY2hlLzcwMC9wcm9kdWN0LTEvMjAxOS84LzE0LzQ2NjQ4NDAvNDY2NDg0MF9lZDU0NThmOS02ODU2LTRkMjAtYWQzMC00ZWJjMjBkODMzZWIuanBn_720x720q80.png_.webp
1032,76,0.5,0.2,18,Rambutan binjai segar,https://images.tokopedia.net/img/cache/700/product-1/2019/11/17/80554416/80554416_20e30e21-1b24-4335-bca5-4a1383855b2c_624_465.jpg
1033,4,0,0,0.9,Rambutan sinyonya,https://cf.shopee.co.id/file/9dc60c5410cf225b15e15b260ebb9fdc
1034,295,7.3,8.5,47.5,"Rarawuan ",https://1.bp.blogspot.com/-0ER95zwTjoo/YOHlYJOtQCI/AAAAAAAAgJ0/d2OeMsWXfuAm2YimGXpKX5OVJqYEqoXpwCLcBGAsYHQ/s1352/209813966_330785408583521_6848659010339177574_n.jpg
1035,394,2.2,8.8,76.6,Rasbi (Beras Ubi),https://warisanbudaya.kemdikbud.go.id/dashboard/media/photos/1613027332-tetap-5.jpg
1036,350,0.9,0.4,85.7,Rasi (Beras Singkong),https://warisanbudaya.kemdikbud.go.id/dashboard/media/photos/1613027332-tetap-5.jpg
1037,60,5.4,2.5,4,Rawon masakan,https://www.masakapahariini.com/wp-content/uploads/2018/04/resep-rawon-daging-500x300.jpg
1038,81,16.2,1.2,0.7,Rebon (udang kecil segar),https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/15/971bdefe-2f12-4fe0-bac8-46821b86f6c0.jpg
1039,299,29.4,3.6,3.2,Rebon kering,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/13/d25ccc26-81c6-414e-9210-b7b5a5903789.jpg
1040,81,16.2,1.2,0.7,Rebon udang kecil segar,https://agrozine.id/wp-content/uploads/2022/07/Udang-Rebon.jpg
1041,27,0.6,0.3,5.2,Rebung,https://cdn1-production-images-kly.akamaized.net/VdkaPQZ7BOhsrzOWdXKVwhjeaYY=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/1740001/original/057180700_1508071681-Sederet-Manfaat-Rebung-untuk-Kesehatan.jpg
1042,320,7.2,4.2,63.3,Rebung laut mentah,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
1043,451,11.2,20.2,59.7,Rempeyek kacang tolo,https://img-global.cpcdn.com/recipes/48ce62ec9bac2146/1200x630cq70/photo.jpg
1044,497,17,27.6,50.8,Rempeyek kacang uci,https://img-global.cpcdn.com/recipes/a6f9e4ebc75b128d/680x482cq70/rempeyek-kacang-tanah-foto-resep-utama.jpg
1045,193,22.6,7.9,7.8,Rendang sapi masakan,https://asset.kompas.com/crops/HDe5rLDP0dEOLb6MC_UPvRTwFg8=/0x141:500x474/750x500/data/photo/2021/05/11/609a08809259f.jpg
1046,471,4.7,21.8,64.1,Renggi goreng,https://cdn.idntimes.com/content-images/community/2019/05/rengginang-manis-768x509-a83023517a0077a930f4f7d1c113f41d.jpg
1047,75,1.6,0.6,15.8,Rimbang segar,https://m.andrafarm.com/_andra_farm/gambar_kelompok/a158-4.jpg
1048,335,5.3,3.5,70.5,"Risoles ",https://rasabunda.com/wp-content/uploads/2021/08/Risoles-Ragout.jpg
1049,341,5.5,16.2,43.3,Roti boong,https://img-global.cpcdn.com/recipes/cee92d5a548ee3d5/680x482cq70/kue-bohongroti-goreng-empuk-dan-menul-foto-resep-utama.jpg
1050,350,7.5,2,75.5,"Roti Gambang ",https://cdn0-production-images-kly.akamaized.net/TR6XRCpau_4ik-E3GDzTng6DDnU=/0x300:4496x2834/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3573373/original/099205200_1631765412-shutterstock_1786072643.jpg
1051,248,8,1.2,50,Roti Putih,https://www.yesdok.com/visual/slideshow/slices-bread-white-background-article-1625550183.jpg?w=1200
1052,249,7.9,1.5,49.7,Roti warna sawo matang,https://asset.kompas.com/crops/LQ98lafgoMzcrz1TSTfIdGjBw2A=/0x0:1000x667/1200x800/data/photo/2020/08/24/5f4349a0dd479.jpg
1053,153,11.3,8.4,8,Rujak cingur,https://lingkar.news/wp-content/uploads/2023/03/Resep-Rujak-Cingur-Makanan-Tradisional-Khas-Surabaya.jpg
1054,41,1.4,0.3,8.1,Rumput laut,https://cdn.infobrand.id/images/img/posts/2019/07/11/pemerintah-sebut-rumput-laut-potensial-jadi-lumbung-rupiah.jpg
1055,536,40.5,41.5,0,Rusa daging dendeng mentah,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2022/5/21/4b8937f9-6431-46ec-9d95-d633aa52371f.jpg
1056,110,11.5,2,11.7,Rusip,https://indonesiakaya.com/wp-content/uploads/2020/10/1__Sambal_rusip_merupakan_sambal_khas_masyarakat_Bangka_yang_terbuat_dari_ikan_teri_edit.jpg
1057,198,24.6,10.7,0.9,RW anjing masakan,https://akcdn.detik.net.id/customthumb/2014/08/13/297/daginganjingtorajadalam.jpg?w=700&q=90
1058,449,30.6,25.5,31.9,Saga biji tanpa kulit,https://id-live-01.slatic.net/p/cce66ff1a785cd7308e286e0e821fbdc.jpg
1059,338,0.6,0.3,83.1,"Sagu Ambon ",https://akcdn.detik.net.id/community/media/visual/2019/05/23/5d8019b4-a99b-4aea-a6e1-96be21f8e194_43.jpeg?w=250&q=
1060,355,0.6,1.1,85.6,Sagu aren kering,https://img-global.cpcdn.com/recipes/66e50eace9b95af6/1200x630cq70/photo.jpg
1061,231,0.6,0.2,56.6,Sagu aren segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2020/10/22/d501ae3a-e756-4b85-b5bc-a3c84b245ba3.jpg
1062,291,0.5,4,63.4,Sagu forno,https://awsimages.detik.net.id/community/media/visual/2021/06/25/sagu-porno_43.jpeg?w=650&q=80
1063,230,0.6,0.2,56.5,Sagu kasbi segar,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbsLHiihaXfZjagnPqP8L6DS6A5W_nZ9HKXiY1vuybeGq-i8-9VVYLUs-3VivtsQE7ZQc&usqp=CAU
1064,452,2.8,14.8,76.8,Sagu Lemak (Kue Sagon),https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/5/d8ba35a9-c0a0-4194-9bf0-ec93071792cc.jpg
1065,347,0.9,0.3,85.2,Sagu lempeng,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/sagu-lempengan.jpg
1066,364,0.1,0.2,90.5,Sagu Rendang,https://img-global.cpcdn.com/recipes/52dbe680ea623036/1200x630cq70/photo.jpg
1067,362,0.5,0.3,86.9,Sagu singkong kering,https://cf.shopee.co.id/file/7fac4b96fb9f443f661cba672244588d
1068,354,0.8,8.3,68.9,Sagu sinole,https://img-global.cpcdn.com/recipes/9051c1a3e2650c22/680x482cq70/kue-kering-sagu-keju-simple-dan-enak-foto-resep-utama.jpg
1069,57,0.5,0.1,13.6,Salak bali segar,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//103/MTA-57912637/no-brand_salak-bali-gula-pasir-asli-manis-segar-1-kg_full01.jpg
1070,55,0.4,0.2,12.8,Salak medan segar,https://s4.bukalapak.com/img/9684256368/large/data.png
1071,87,0.8,0.4,20.1,Salak pondoh segar,https://images.tokopedia.net/img/cache/500-square/product-1/2019/12/15/4224508/4224508_f3dc890d-8d6d-4f5d-a6fe-cc43fe6e8567_1064_1064.jpg
1072,281,2.4,0.7,66.1,Sale pisang siam,https://t-2.tstatic.net/priangan/foto/bank/images/Ilustrasi-sale-pisang-dari-Trenggalek.jpg
1073,122,2,10,7.6,Santan (dengan air),https://res.cloudinary.com/dk0z4ums3/image/upload/v1604041366/attached_image/tak-berbahaya-kenali-manfaat-santan-lebih-dekat.jpg
1074,324,4.2,34.3,55.6,Santan (kelapa saja),https://www.rumahmesin.com/wp-content/uploads/2016/11/ngalor-ngidul-menyoal-santan-kelapa-1024x538.jpg
1075,324,4.2,34.3,5.6,Santan murni,https://asset.kompas.com/crops/eNIewogp_GV7CahqIvslrYZh4XY=/0x39:1000x706/750x500/data/photo/2020/04/29/5ea93a05011e9.jpg
1076,98,2,0.4,24.5,Saos Tomat,https://static.sehatq.com/content/review/image/1644897313.png
1077,212,18,10.6,59.3,Sapi abon,https://cdn0-production-images-kly.akamaized.net/fqIGhZT1Z1Zu36S_0_xZCoJSI5A=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3980335/original/086906600_1648695608-Abon_Sapi_Premium.jpg
1078,108,17.6,4.2,0,Sapi babat segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/10/5802bb88-dd3a-42b8-9d4e-f03f46fcf8a3.jpg
1079,182,32,6,0,Sapi daging asap,https://asset.kompas.com/crops/FMBgpWLQutfbdsgz0ZytI8a9JKo=/0x542:1080x1262/750x500/data/photo/2022/03/22/6239b98488b17.jpg
1080,301,55,9,0,Sapi daging dendeng mentah,https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/04/27/9731/664xauto-cara-membuat-dendeng-sapi-yang-dijemur-kering-basah-kelapa-balado-dan-manis-200427a.jpg
1081,273,17.5,22,0,Sapi daging gemuk segar,https://cdn1-production-images-kly.akamaized.net/lA6qLu1irMjT2OPAYtqnW-nvIfQ=/640x360/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3133148/original/027517900_1589942784-Raw_Fresh_Meat_With_Rosemary.jpg
1082,289,16,25,0,Sapi daging kornet,https://s4.bukalapak.com/attachment/418432/pengertian_kornet_main_image.jpg
1083,174,19.6,10,0,Sapi daging kurus segar,https://cdn1-production-images-kly.akamaized.net/lA6qLu1irMjT2OPAYtqnW-nvIfQ=/640x360/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3133148/original/027517900_1589942784-Raw_Fresh_Meat_With_Rosemary.jpg
1084,201,18.8,14,0,Sapi daging lemak sedang segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2020/10/10/3e7ebf5d-cc63-4354-ac94-e96ce7057653.png
1085,448,14.5,42.3,2.3,Sapi daging sosis (Worst),https://images.tokopedia.net/img/cache/700/product-1/2020/7/3/1982472/1982472_d7e37ee9-0836-4eb7-9d26-fe0b1f602bd3_300_300
1086,183,12,14.4,1.4,Sapi daleman segar,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2022/05/12/manfaat-jeroan-sapijpg-20220512025232.jpg
1087,98,21.9,1.1,0,Sapi dideh/darah,https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/09/29/23311/664xauto-banyak-digemari-kuliner-asal-indonesia-ini-ternyata-terbuat-dari-darah-hewan-200929c.jpg
1088,137,15,8.1,0.9,Sapi ginjal segar,https://i0.wp.com/herald.id/wp-content/uploads/2023/01/google.jpg?fit=521%2C405&ssl=1
1089,274,16,22,3,Sapi hati sosis (liverworst),https://img.herstory.co.id/articles/archive_20220708/sosis-daging-sapi-20220708-145317.jpg
1090,84,10.5,4.6,0.2,Sapi keleponan segar,https://asset.kompas.com/crops/T3UEAUZcyLPz2Kf7uAajNqm1DV0=/0x0:999x666/780x390/data/photo/2020/07/27/5f1e7ad5324dc.jpg
1091,132,19.7,3.2,6,Sapi liver segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/10/964e4fd5-7470-4799-a02f-1e8af6a83177.jpg
1092,123,10.4,8.6,0.8,Sapi otak segar,https://asset.kompas.com/crops/Zb2CWR9vmVrUUr6v372o4SJ8gs0=/0x0:1000x667/750x500/data/photo/2021/07/18/60f3913f44be3.jpg
1093,360,57.3,6,19.2,Sapi paru dendeng mentah,https://img-global.cpcdn.com/recipes/e709be83be77515c/680x482cq70/dendeng-paru-kering-foto-resep-utama.jpg
1094,268,23.9,12.7,14.5,Sapi paru goreng,https://awsimages.detik.net.id/community/media/visual/2022/07/14/resep-paru-goreng-ketumbar_43.jpeg?w=1200
1095,126,14,7.2,1.5,Sapi usus segar,https://images.tokopedia.net/img/cache/700/product-1/2020/6/14/8589094/8589094_bca7552d-86d6-4c95-899c-4915c124c74f_480_480.jpg
1096,281,37.5,0.3,32.1,Sarang Burung,https://awsimages.detik.net.id/community/media/visual/2021/03/19/ini-alasan-mengapa-air-liur-burung-walet-bisa-seharga-mobil-baru-1_169.jpeg?w=700&q=90
1097,338,21.1,27,1,Sardines dalam kaleng,https://linisehat.com/wp-content/uploads/2020/11/sarden-kaleng2.jpg
1098,344,30,20,43,Sari Kedelai bubuk,https://media.istockphoto.com/id/1164293425/id/foto/bubuk-susu-kedelai-dalam-piring-kayu-yang-ditempatkan-di-tumpukan-biji-kedelai.jpg?s=1024x1024&w=is&k=20&c=n1B9DzPrJKQql3O3YBHY7LseqinI8NCWyqaY9h-AKwc=
1099,166,2.3,2.8,32.9,Sarimuka,"https://cdn.yummy.co.id/content-images/images/20200413/KrnfHZ9pmu6mOFKig8QN5LoC7ev3vhPG-31353836373531353434d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp"
1100,283,12.1,16.8,20.9,Sate Bandeng,https://asset.kompas.com/crops/4UfXhXtR7hK2atnUpqKRHGbhFuk=/3x0:700x465/750x500/data/photo/2021/02/16/602b2a91ca7f1.jpg
1101,110,15.5,0.5,11.5,"Sate Kulit ",https://img.qraved.co/v2/image/data/over-1530587392136-x.png
1102,179,22.5,3.5,13.3,Sate penyu masakan,https://booking-bali-villas.com/bali/wp-content/uploads/2014/10/Sate-Penyu-e1412911561808.jpg
1103,274,12.9,18.6,13.6,Sate pusut masakan,https://cdn0-production-images-kly.akamaized.net/-ZH0E7VH_7Y_VdtKDmgokQ4DAAs=/0x0:5184x2922/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3652549/original/060993000_1638588819-shutterstock_1729690198.jpg
1104,126.7,14,7.3,1.3,"Sate Usus ",https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/03/17/92418359.jpeg
1105,22,2.3,0.3,4,Sawi,https://i0.wp.com/resepkoki.id/wp-content/uploads/2018/02/sawi-hijau.jpg?fit=700%2C465&ssl=1
1106,9,1,0.1,1.7,Sawi putih / pecai segar,https://res.cloudinary.com/dk0z4ums3/image/upload/v1562321062/attached_image/simak-manfaat-sawi-putih-dan-cara-mengolahnya.jpg
1107,30,1.9,0.5,4.4,Sawi taiwan segar,https://bosmayur.com/wp-content/uploads/2020/10/SAWI-HIJAU-TAIWAN.jpg
1108,19,1.3,0.2,2.9,Sawi tanah segar,https://distan.sukabumikota.go.id/wp-content/uploads/2016/01/IMG_20130731_171016-e1452758317382.jpg
1109,92,0.5,1.1,22.4,Sawo,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2022/02/18/manfaat-makan-buah-sawojpg-20220218054230.jpg
1110,64,1,3.1,8,Sawo duren segar,https://cdn-2.tstatic.net/kaltim/foto/bank/images/buah-sawo-duren.jpg
1111,111,0.9,2.3,21.6,Sawo kecik segar,https://cdn-2.tstatic.net/kaltim/foto/bank/images/sawo-kecik.jpg
1112,92,0.5,1.1,22.4,Sawo Manila segar,https://www.kampustani.com/wp-content/uploads/2021/07/budidaya-sawo-manila.jpg
1113,29,0.7,0.6,5,Sayur asem,https://kbu-cdn.com/dk/wp-content/uploads/sayur-asem-betawi.jpg
1114,49,1.7,0.3,9.8,Sayur bunga pepaya,https://img.okezone.com/content/2016/08/11/298/1461224/resep-tumis-bunga-pepaya-anti-pahit-FVC55ioetB.jpg
1115,178,2.6,13.9,10.6,Sayur garu,https://image.akurat.co/images/uploads/images/akurat_20181220020604_MYQ3rr.jpg
1116,133,7.3,6.6,11.2,Sayur kohu-kohu,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/Kohu-Kohu-1.jpg
1117,64,2.1,0.6,12.5,Sayur lebui,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/02/25/sayur-lebuijpg-20210225095814.jpg
1118,36,2.7,0.7,4.8,Sayur lilin-terubuk,https://img-global.cpcdn.com/recipes/a038616fb592cfd1/680x482cq70/sayur-lilinterubuk-santan-foto-resep-utama.jpg
1119,49,3.1,2.5,3.6,Sayur ndusuk,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2023/03/28/ndusuk-975786137.jpg
1120,27,1.3,2,1,Sayur sop,https://www.astronauts.id/blog/wp-content/uploads/2022/07/Resep-Sayur-Sop-Bening-Enak-dan-Gurih-Cocok-Saat-Tubuh-Kurang-Fit-1024x683.jpg
1121,67,5.2,2.9,5.1,Sayur umbut kelapa,https://cdn0-production-images-kly.akamaized.net/H6v-Vuj_s2NuBQ1JVdAtUOraaOI=/0x0:998x562/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3603077/original/021559400_1634270571-shutterstock_2045298773.jpg
1122,57,5.4,2.6,3.1,Sayur umbut rotan,https://img-global.cpcdn.com/recipes/02702f896cf4ff96/680x482cq70/umbut-rotan-foto-resep-utama.jpg
1123,15,1.2,0.2,2.9,Selada,https://www.batamfresh.com/wp-content/uploads/2015/12/Selada-Keriting.jpg
1124,17,1.7,0.3,3,Selada Air,https://cdn0-production-images-kly.akamaized.net/B_tax3ztCLedJZHexDnJ4iL3jjE=/1x66:1000x629/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3467088/original/065324800_1622175744-shutterstock_1891465237.jpg
1125,19,2.7,0.2,2.9,Selada Air rebus,"https://cdn.yummy.co.id/content-images/images/20210709/49DvTl27doQU4KTcGvMeptYfrUCVyrTW-31363235383338343334d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp"
1126,20,1,0.1,4.6,Seledri,https://images.bisnis.com/posts/2021/11/08/1463244/seledri.jpg
1127,28,0.5,0.2,6.9,Semangka,https://cdn.timesmedia.co.id/images/2018/10/03/Semangka-Merah.jpg
1128,192.5,4.5,6,30.3,"Semur Jengkol ",https://assets.pikiran-rakyat.com/crop/0x135:1080x1215/x/photo/2020/11/25/1187166638.jpg
1129,64,0.6,0.3,14.8,Sente,https://1.bp.blogspot.com/-IS-d4Bkv3xk/XVlKMrBMdgI/AAAAAAAAHJg/KjUu1TZsi_cV66oChd1oVYlKEvm-K-vvQCLcBGAs/s1600/20190802_164326.jpg
1130,353,0.7,0.2,84.7,Sente talas segar,https://assets.pikiran-rakyat.com/crop/0x0:0x0/750x500/photo/2022/03/26/2627914496.png
1131,88,7.9,1.6,10.6,Sepi masakan,https://img-global.cpcdn.com/recipes/5816c55413474302/1200x630cq70/photo.jpg
1132,298,8,23.8,48.9,Serbuk Coklat,https://static.sehatq.com/content/review/image/1622196432.jpeg
1133,478,2.5,21.2,69.2,Serimping talas kebumen,https://cf.shopee.co.id/file/1a5298e33a33b350a144b846d16c2be3
1134,213,0,0,55,Setrup sirup,https://awsimages.detik.net.id/community/media/visual/2021/05/10/resep-sirup-cocopandan-1.jpeg?w=720
1135,88,3.2,8,0.8,Shabu-shabu,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
1136,474,11.2,42.5,11.7,Sie reuboh masakan,https://cdn0-production-images-kly.akamaized.net/9A6K5z9xgb8RkvkFIp5RFFE5b_o=/0x185:4800x2890/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3911399/original/008984200_1642826892-shutterstock_2081704363.jpg
1137,81,5.1,4.5,5.1,Singkah (rotan muda),"https://cdn.yummy.co.id/content-images/images/20210218/Nx9961dOuX853cCpRzqB4Vx1QrnG3P8A-31363133363139383438d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_600,h_600,m_fixed,image/format,webp"
1138,285,1,18,28,"Singkong Goreng ",https://sweetrip.id/wp-content/uploads/2022/04/singkong.jpeg
1139,146,1.2,0.3,34.7,Singkong kukus,https://asset.kompas.com/crops/5kSIoZRz5urTHMM1PdoIQ64E0zU=/0x0:996x664/750x500/data/photo/2021/08/21/61208628cd52c.jpg
1140,173,0.5,0.1,42.5,Singkong tape,https://image-cdn.medkomtek.com/KWOw6uO2QBAVuCumxbrxIkbIIek=/1200x675/smart/klikdokter-media-buckets/medias/2321509/original/051458700_1606124573-Awas-Kebanyakan-Makan-Tape-Singkong-Bikin-Keputihan-shutterstock_1790685980.jpg
1141,95.3,4.4,2.2,14.4,"Siomay ",https://awsimages.detik.net.id/community/media/visual/2021/11/17/resep-siomay-ayan-jamur_43.jpeg?w=1200
1142,65,1,0.3,16.3,Sirsak,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2021/09/20/3327403627.jpeg
1143,213,0,0,55,Sirup,https://ik.trn.asia/uploads/2023/03/1679317359376.jpeg
1144,71,7.5,3.6,2.2,Sop buntut masakan,https://img-global.cpcdn.com/recipes/91727f982ad54daa/1200x630cq70/photo.jpg
1145,49,5.8,0.5,5.3,Sop daging sapi masakan,https://img.okezone.com/content/2020/02/27/298/2175054/resep-sayur-sop-daging-masakan-rumahan-paling-populer-24WHr0ACJo.jpg
1146,68,9,1.9,3.7,Sop kaki sapi masakan,https://www.ruparupa.com/blog/wp-content/uploads/2021/06/Screen-Shot-2021-06-21-at-14.11.27.png
1147,34,5.5,0.8,1.1,Sop kambing masakan,https://asset.kompas.com/crops/4BopB2so0iCh5Dj_6QkB41md3B0=/3x0:700x465/750x500/data/photo/2021/01/15/6000de7b45e69.jpg
1148,71,7.4,2.6,4.5,Sop konro masakan,https://asset.kompas.com/crops/t9vL2Z6ZAjt7cnpl05cuYOfd2k4=/129x72:651x420/750x500/data/photo/2020/07/30/5f22636a0e7e0.jpg
1149,12,0.5,0.1,2,Sop Kool,https://gallery-jateng.poskota.co.id/storage/Foto/2020/1608103380_1-org.png
1150,15,0.6,0.1,3.1,Sop Kool dan Wortel,https://img-global.cpcdn.com/recipes/8adcb73d8f012620/680x482cq70/sop-kol-simple-foto-resep-utama.jpg
1151,89,7.2,5,3.9,Sop saudara masakan,https://resepkoki.id/wp-content/uploads/2018/03/Resep-Sop-Sodara.jpg
1152,42,3.9,1.7,2.8,Soto bandung masakan,https://asset.kompas.com/crops/aq7SWhGNCO6UTombdviZuAchnCM=/3x0:700x465/750x500/data/photo/2021/04/21/607ff824cb839.jpg
1153,110,2.9,9.5,3.2,Soto banjar masakan,https://www.masakapahariini.com/wp-content/uploads/2019/06/5.jpg
1154,135,2.5,8.8,11.5,Soto betawi masakan,https://www.unileverfoodsolutions.co.id/dam/global-ufs/mcos/SEA/calcmenu/recipes/ID-recipes/soups/soto-betawi/main-header.jpg
1155,127.5,2.6,9.4,8.3,Soto dengan Daging,https://img.kurio.network/mjtADdO0Q-nnAohGaTqVBvp8rMc=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/21/03/01/0bfa7a3d-28f6-440f-907b-def23ccb96d9.jpe
1156,92,11.8,4.3,1.4,Soto jeroan masakan,https://awsimages.detik.net.id/community/media/visual/2022/03/15/resep-soto-jeroan-sapi_43.jpeg?w=1200
1157,38,2.6,2.3,1.8,Soto kudus masakan,https://www.masakapahariini.com/wp-content/uploads/2020/02/soto-kudus-7.jpg
1158,60,3.5,4.5,1.3,Soto madura masakan,"https://cdn.yummy.co.id/content-images/images/20210311/FyZCyT9dfZQGp9zNZhL2iuoQn9pA7hpK-31363135343538363836d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp"
1159,127,5.9,6.6,11,Soto padang masakan,https://topwisata.info/wp-content/uploads/2020/11/resep2Bsoto2Bpadang2B252812529.jpg
1160,94,3,6.8,5.1,Soto pekalongan masakan,https://www.topwisata.info/wp-content/uploads/2021/12/Soto-Tauto-Pekalongan-1.jpg
1161,75,3.6,5.2,3.5,Soto pemalang masakan,https://i0.wp.com/bogor-today.com/wp-content/uploads/2022/09/87456.jpg
1162,80,3.2,3.5,9,Soto sukaraja masakan,https://www.piknikdong.com/wp-content/uploads/2021/04/Resep-Soto-Sokaraja.jpg
1163,86,2.3,8.5,0,Soto sulung masakan,https://www.primarasa.co.id/images/images/Soto%20sulung%20artikel%281%29.jpg
1164,117.1,0.4,8.6,9.6,"Soto tanpa Daging ",https://resepkoki.id/wp-content/uploads/2019/11/Soto-Ayam-Bening.jpg
1165,139,7.4,2.1,22.6,Spaghetti,https://images.immediate.co.uk/production/volatile/sites/30/2022/09/Spicy-tomato-spaghetti-caf3053.jpg
1166,101,1.7,0.6,35.2,Srikaya,https://images.tokopedia.net/blog-tokopedia-com/uploads/2021/02/Manfaat-Buah-Srikaya-untuk-Kesehatan.jpg
1167,75,5.6,0.4,12.2,Sukiyaki masakan,https://www.masakapahariini.com/wp-content/uploads/2022/05/sukiyaki-praktis.jpg
1168,119,1.4,0.2,28.1,Sukun muda segar,https://blog.titipku.com/wp-content/uploads/2019/08/27891195_273863213147902_7929265216242581504_n-300x300.jpg
1169,126,1.6,0.2,24.5,Sukun tua segar,https://cf.shopee.co.id/file/f43b5d5a9dd930d9954b304579ed3865
1170,418,19,9,65.5,Susu asam untuk bayi bubuk,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1535275935/ctbvshsk4dqp293ivbec.jpg"
1171,513,24.6,30,36.2,Susu bubuk,https://asset.kompas.com/crops/JH48SvD1Mh2-p1G2lmViLdqVQ3c=/0x0:997x665/750x500/data/photo/2022/07/13/62ce704885550.jpg
1172,64,4.3,2.3,6.6,Susu Kambing,https://cdn.hellosehat.com/2019/04/0301a50d-shutterstock_1082562986-e1616553170498.jpg?w=828&q=75
1173,41,3.5,2.5,5,Susu Kedelai,https://www.astronauts.id/blog/wp-content/uploads/2022/11/Ini-Keunggulan-Susu-Kedelai-Dibanding-Susu-Sapi-yang-Tidak-Banyak-Orang-Tahu-1200x900.jpg
1174,336,8.2,10,55,Susu Kental Manis,https://asset.kompas.com/crops/C220cRbRPu0EoI8SMHWr0HeFGuU=/0x0:750x500/750x500/data/photo/2022/06/03/6299dc0edf868.jpg
1175,138,7,7.9,9.9,Susu Kental Tak Manis,https://res.cloudinary.com/dk0z4ums3/image/upload/v1627294463/attached_image/menakar-jumlah-kalori-kental-manis.jpg
1176,160,6.3,12,7.1,Susu Kerbau,https://img.okezone.com/content/2018/06/01/481/1905351/tak-kalah-dari-sapi-minum-susu-kerbau-bisa-turunkan-kolesterol-jahat-xdwHF7iYmc.jpeg
1177,61,3.2,3.5,4.3,Susu Sapi,https://awsimages.detik.net.id/community/media/visual/2022/01/16/ciri-ciri-susu-sapi-segar-sudah-basi-1.jpeg?w=1200
